,director_name,duration,director_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,facenumber_in_poster,plot_keywords,language,content_rating,budget,title_year,imdb_score,movie_facebook_likes,genre
4354,Zak Penn,94.0,87.0,87.0,36830.0,Zak Penn,Incident at Loch Ness,0.0,boat|director|loch ness|loch ness monster|monster,English,PG-13,1400000.0,2004.0,6.6,400,Adventure
4355,Alex Ranarivelo,101.0,20.0,1000.0,,Lea Thompson,The Dog Lover,,,English,PG,2000000.0,2016.0,4.8,724,Drama
4356,Jon Knautz,99.0,10.0,756.0,,Camren Bicondova,Girl House,0.0,college student|disfigured face|house|suicide|website,English,,3150000.0,2014.0,5.5,969,Horror
4357,Mathieu Amalric,76.0,412.0,412.0,231186.0,Mathieu Amalric,The Blue Room,0.0,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair,French,R,,2014.0,6.3,389,Crime
4358,David Worth,91.0,58.0,847.0,,Jessica Szohr,House at the End of the Drive,0.0,ghost story|manson family|paranormal|real life event|reference to sharon tate,English,R,1400000.0,2014.0,6.9,223,Horror
4359,Leslie H. Martinson,105.0,7.0,1000.0,,Burgess Meredith,Batman: The Movie,1.0,black cat|catwoman|dc comics|penguin|riddler,English,Approved,1377800.0,1966.0,6.5,0,Adventure
4360,Guy Ritchie,120.0,0.0,26000.0,3650677.0,Jason Statham,"Lock, Stock and Two Smoking Barrels",1.0,antique|cockney accent|hatchet|money|shotgun,English,R,960000.0,1998.0,8.2,21000,Comedy
4361,Robert M. Young,105.0,0.0,883.0,,Barry Corbin,The Ballad of Gregorio Cortez,0.0,,English,,1250000.0,1982.0,7.1,32,Western
4362,,120.0,,416.0,,Karl Malden,The Streets of San Francisco,0.0,city name in series title|homicide|older man younger man relationship|place in series title|police partner,English,,,,7.3,533,Action
4363,Thomas Vinterberg,105.0,346.0,280.0,1647780.0,Ulrich Thomsen,The Celebration,1.0,dogme 95|family secret|haunted by the past|secret|speech,Danish,R,1300000.0,1998.0,8.1,5000,Drama
4364,Steve Buscemi,95.0,12000.0,12000.0,695229.0,Steve Buscemi,Trees Lounge,1.0,alcoholic drink|bar|drink|drinking|drunk,English,R,1300000.0,1996.0,7.2,872,Comedy
4365,Ham Tran,135.0,5.0,51.0,638951.0,Long Nguyen,Journey from the Fall,2.0,1970s|1980s|nonlinear timeline|rescue|vietnam war,Vietnamese,R,1592000.0,2006.0,7.4,100,Drama
4366,Rich Cowan,105.0,7.0,2000.0,609042.0,Eric Dane,The Basket,2.0,basketball|german immigrant|opera|two word title|war orphan,English,PG,1300000.0,1999.0,6.5,117,Drama
4367,Boris Rodriguez,83.0,5.0,413.0,1521.0,Stephen McHattie,Eddie: The Sleepwalking Cannibal,0.0,art teacher|cannibal|inspiration|painter|sleepwalking,English,Not Rated,1500000.0,2012.0,5.7,932,Comedy
4368,,60.0,,210.0,,James Morrison,Space: Above and Beyond,0.0,alien|born in vitro|in vitro fertilization|marine|outer space,English,,5000000.0,,7.7,963,Drama
4369,Sadyk Sher-Niyaz,135.0,135.0,0.0,,Elina Abai Kyzy,Queen of the Mountains,1.0,19th century|central asia|mother son relationship|ruler|russian empire,English,PG-13,1400000.0,2014.0,8.7,0,Action
4370,Paul Donovan,88.0,4.0,232.0,,Maury Chaykin,Def-Con 4,0.0,canuxploitation|independent film|post apocalypse|remake|survival,English,R,1750000.0,1985.0,4.3,220,Action
4371,Jonathan Kesselman,87.0,4.0,2000.0,19539.0,Judy Greer,The Hebrew Hammer,1.0,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,English,R,1000000.0,2003.0,6.2,3000,Comedy
4372,Arjun Sablok,97.0,0.0,374.0,100358.0,Abhishek Bachchan,Neal 'N' Nikki,2.0,interrupted sex|kiss|love|mistaken sex scene|sex in car,English,,1500000.0,2005.0,3.3,66,Comedy
4373,Craig Moss,82.0,19.0,700.0,,Noureen DeWulf,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.0,masturbation|porn actor in mainstream movie|sex|spoof|virginity,English,R,1300000.0,2010.0,2.7,0,Comedy
4374,Tyler Oliver,103.0,0.0,35000.0,,Bella Thorne,Forget Me Not,1.0,,English,R,1300000.0,2009.0,5.2,969,Horror
4375,Alfred Hitchcock,130.0,13000.0,1000.0,,Laurence Olivier,Rebecca,2.0,death|estate|housekeeper|love|monte carlo,English,Not Rated,1288000.0,1940.0,8.2,0,Drama
4376,Steve Miner,87.0,49.0,309.0,19100000.0,Betsy Palmer,Friday the 13th Part 2,0.0,ice pick|jason voorhees|lake|pitchfork|shack,English,R,1250000.0,1981.0,6.1,0,Horror
4377,Billy Wilder,101.0,0.0,287.0,,Ray Milland,The Lost Weekend,4.0,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,English,Not Rated,1250000.0,1945.0,8.0,0,Drama
4378,Douglas Cheek,96.0,4.0,796.0,,Daniel Stern,C.H.U.D.,0.0,bum|city|mutant|new york city|street,English,R,1250000.0,1984.0,5.5,0,Horror
4379,Youssef Delara,80.0,8.0,2000.0,2833383.0,Noel Gugliemi,Filly Brown,1.0,,English,R,427000.0,2012.0,5.7,0,Drama
4380,Deryck Broom,87.0,11.0,578.0,,Vic Mignogna,The Lion of Judah,0.0,animal|donkey|lamb|pig|rooster,English,PG,15000000.0,2011.0,3.7,381,Animation
4381,Henry Hathaway,92.0,83.0,469.0,,Joseph Cotten,Niagara,0.0,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,English,Approved,1250000.0,1953.0,7.1,1000,Crime
4382,John Ford,118.0,673.0,595.0,,Roddy McDowall,How Green Was My Valley,5.0,coal mine|girl|school|village|wales,English,Approved,1250000.0,1941.0,7.8,0,Drama
4383,,27.0,,934.0,,Mary Lynn Rajskub,The Girlfriend Experience,0.0,escort|female nudity|friendship|money|sex scene,English,TV-MA,,,7.3,632,Drama
4384,Spike Lee,123.0,0.0,3000.0,,Rami Malek,Da Sweet Blood of Jesus,0.0,horror movie remake|remake|undead|undead sex|undead sexuality,English,,1420000.0,2014.0,4.1,447,Comedy
4385,Steven Soderbergh,100.0,0.0,828.0,24741700.0,Peter Gallagher,"Sex, Lies, and Videotape",2.0,affair|interview|marriage|sex|videotape,English,R,1200000.0,1989.0,7.2,2000,Drama
4386,James Wan,103.0,0.0,2000.0,55153403.0,Michael Emerson,Saw,0.0,chained|flashback|killer|serial killer|surprise ending,English,R,1200000.0,2004.0,7.7,0,Horror
4387,Jay Chandrasekhar,100.0,422.0,816.0,18488314.0,Geoffrey Arend,Super Troopers,0.0,drugs|highway|police|state trooper|vermont,English,R,1200000.0,2001.0,7.1,0,Comedy
4388,Giovanni Zelko,99.0,4.0,18000.0,,Zuhair Haddad,The Algerian,6.0,algeria|algerian|los angeles california|muslim,English,,1300000.0,2014.0,7.6,221,Action
4389,Claudia Sainte-Luce,89.0,0.0,31.0,11278.0,Ximena Ayala,The Amazing Catfish,0.0,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,Spanish,,1300000.0,2013.0,7.0,407,Comedy
4390,Mira Nair,114.0,300.0,307.0,13876974.0,Naseeruddin Shah,Monsoon Wedding,0.0,arranged marriage|bride|celebration|marriage|wedding,Hindi,R,7000000.0,2001.0,7.4,0,Comedy
4391,Kenneth Lonergan,111.0,50.0,2000.0,9180275.0,Matthew Broderick,You Can Count on Me,0.0,bank|car accident|cheating husband|new york|single mother,English,R,1200000.0,2000.0,7.7,756,Drama
4392,Alfred Hitchcock,99.0,13000.0,282.0,,Jerry Mathers,The Trouble with Harry,0.0,artist|death|hunting|sheriff|vermont,English,Approved,1200000.0,1955.0,7.2,0,Comedy
4393,Jamie Babbit,85.0,91.0,1000.0,2199853.0,Natasha Lyonne,But I'm a Cheerleader,1.0,cheerleader|gay|homosexual|lesbian|lesbian relationship,English,R,1200000.0,1999.0,6.6,0,Comedy
4394,David Boyd,113.0,29.0,890.0,2859955.0,Vivica A. Fox,Home Run,2.0,addiction|alcoholic|baseball|car accident|reference to god,English,PG-13,1200000.0,2013.0,6.0,0,Drama
4395,Quentin Tarantino,99.0,16000.0,16000.0,2812029.0,Quentin Tarantino,Reservoir Dogs,0.0,gang|heist|heist gone wrong|nonlinear timeline|robbery,English,R,1200000.0,1992.0,8.4,19000,Crime
4396,Walter Lang,83.0,9.0,94.0,,Spring Byington,The Blue Bird,1.0,1800s|bird|blue bird of happiness|foreign language adaptation|past,English,Approved,,1940.0,6.5,548,Drama
4397,Sergio Leone,142.0,0.0,16000.0,6100000.0,Clint Eastwood,"The Good, the Bad and the Ugly",3.0,civil war|hitman|outlaw|shootout|spaghetti western,Italian,Approved,1200000.0,1966.0,8.9,20000,Western
4398,Anna Muylaert,112.0,9.0,61.0,375723.0,Alex Huszar,The Second Mother,1.0,brazil|exam|housekeeper|northeast region of brazil|portuguese language,Portuguese,R,4000000.0,2015.0,7.9,0,Comedy
4399,Steve Taylor,108.0,14.0,1000.0,594904.0,Jason Marsden,Blue Like Jazz,0.0,church|college|color in title|philosophy|texas,English,PG-13,1200000.0,2012.0,6.0,0,Comedy
4400,Kurt Voss,88.0,0.0,268.0,58936.0,Lemmy,Down and Out with the Dolls,0.0,female bassist|female drummer|female guitarist|female singer|portland oregon,English,R,1200000.0,2001.0,6.1,27,Comedy
4401,Léa Pool,97.0,4.0,,24784.0,,"Pink Ribbons, Inc.",0.0,breast cancer|comma in title|period in title|punctuation in title|three word title,English,Not Rated,1200000.0,2011.0,7.4,5000,Documentary
4402,James David Pasternak,85.0,0.0,49000.0,7826.0,Robin Williams,Certifiably Jonathan,10.0,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,English,,1200000.0,2007.0,6.2,87,Comedy
4403,Laurent Bouhnik,103.0,0.0,34.0,,Déborah Révy,Q,1.0,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,French,,1500000.0,2011.0,5.6,754,Drama
4404,Tom Sanchez,110.0,0.0,3.0,3830.0,Nataniel Sánchez,The Knife of Don Juan,3.0,,Spanish,,1200000.0,2013.0,7.2,75,Comedy
4405,David Caffrey,88.0,4.0,690.0,,Marley Shelton,Grand Theft Parsons,1.0,guitar|hearse|manager|musician|singer,English,PG-13,,2003.0,6.1,480,Adventure
4406,Adam Jay Epstein,76.0,0.0,387.0,,Rich Ceraulo,Extreme Movie,6.0,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,English,R,,2008.0,3.8,636,Comedy
4407,Michael Curtiz,100.0,345.0,843.0,,Errol Flynn,The Charge of the Light Brigade,3.0,attack|fort|india|lancer|massacre,English,Approved,1200000.0,1936.0,7.1,204,Action
4408,Justin Thomas Ostensen,99.0,0.0,721.0,,Michael Berryman,Below Zero,2.0,,English,R,1200000.0,2011.0,4.5,161,Thriller
4409,Brenton Spencer,84.0,0.0,380.0,,Christie Burke,Crowsnest,0.0,forest|found footage|lost|murder|road trip,English,R,1200000.0,2012.0,3.8,238,Action
4410,Rob Bowman,91.0,38.0,584.0,2850263.0,Alanna Ubach,Airborne,0.0,cincinnati ohio|high school|hockey|jock strap|zoologist,English,PG,2600000.0,1993.0,6.2,0,Adventure
4411,Ossie Davis,97.0,282.0,586.0,,Redd Foxx,Cotton Comes to Harlem,1.0,black cop|chase|cotton|four word title|new york city,English,R,1200000.0,1970.0,6.6,477,Action
4412,Jay Alaimo,84.0,2.0,10000.0,,William McNamara,The Wicked Within,0.0,after dark horrorfest,English,R,1200000.0,2015.0,4.6,479,Horror
4413,Dylan Bank,100.0,0.0,498.0,,Seregon O'Dassey,Bleeding Hearts,1.0,bare breasts|bra and panties|nudity|syringe,English,,1200000.0,2015.0,4.2,242,Horror
4414,Rob McKittrick,94.0,6.0,16000.0,16101109.0,Ryan Reynolds,Waiting...,3.0,cook|dishwasher|flashing|male frontal nudity|waiter,English,R,3000000.0,2005.0,6.8,0,Comedy
4415,Shane Meadows,90.0,222.0,680.0,6013.0,Paddy Considine,Dead Man's Shoes,0.0,anger|army veteran|independent film|revenge|sex scene,English,,695393.0,2004.0,7.7,0,Crime
4416,,,,511.0,,Richard Cawthorne,Wolf Creek,0.0,based on true story|blood|serial killer|slasher|tv mini series,English,,,,7.1,954,Drama
4417,Jeff Burr,92.0,155.0,448.0,1400000.0,Terry Kiser,From a Whisper to a Scream,0.0,bathtub|cult film|neck breaking|tennessee|wraparound story,English,R,1100000.0,1987.0,5.9,241,Action
4418,Harry Gantz,105.0,0.0,,247740.0,,Sex with Strangers,0.0,bisexual|explicit sex|sex|stranger|swing,English,,,2002.0,4.7,51,Documentary
4419,Guy Maddin,73.0,126.0,14.0,39659.0,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary,1.0,ballet|cult film|dance|dracula|gothic,English,,1600000.0,2002.0,7.0,131,Comedy
4420,Regardt van den Bergh,116.0,12.0,412.0,,Sean Cameron Michael,Faith Like Potatoes,2.0,food|food in title|potato,Zulu,PG,10000000.0,2006.0,6.9,0,Drama
4421,Panos Cosmatos,110.0,22.0,434.0,56129.0,Chris Gauthier,Beyond the Black Rainbow,1.0,exploitation|four word title|hallucinogen|lynchian|telepathy,English,R,1100000.0,2010.0,6.1,0,Sci-Fi
4422,Gareth Evans,102.0,338.0,1000.0,4105123.0,Iko Uwais,The Raid: Redemption,0.0,apartment|drug lord|gangster|police|swat team,Indonesian,R,1100000.0,2011.0,7.6,51000,Action
4423,Matthew R. Anderson,89.0,252.0,1000.0,,Johnny Pacar,The Dead Undead,1.0,flashback|immortality|rural setting|vampire|zombie,English,R,1100000.0,2010.0,3.0,444,Action
4424,Joe Marino,76.0,0.0,12.0,,Piero Maggiò,The Vatican Exorcisms,0.0,,English,R,1100000.0,2013.0,2.6,200,Horror
4425,Michael Curtiz,82.0,345.0,2000.0,,Humphrey Bogart,Casablanca,4.0,american expatriate|casablanca morocco|gestapo|police|visa,English,PG,950000.0,1942.0,8.6,23000,Drama
4426,Joel Anderson,89.0,0.0,12.0,,Talia Zucker,Lake Mungo,0.0,ghost|lake|parapsychologist|psychic|secret,English,R,1400000.0,2008.0,6.1,0,Drama
4427,Shimit Amin,150.0,6.0,964.0,,Ranbir Kapoor,Rocket Singh: Salesman of the Year,1.0,boss|computer|honesty|sales|salesman,Hindi,,,2009.0,7.5,773,Comedy
4428,Douglas Trumbull,89.0,136.0,844.0,,Bruce Dern,Silent Running,1.0,forest|greenhouse|plant|robot|space,English,GP,1000000.0,1972.0,6.7,0,Drama
4429,John G. Avildsen,145.0,80.0,13000.0,117235247.0,Sylvester Stallone,Rocky,0.0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,English,PG,960000.0,1976.0,8.1,0,Drama
4430,Mona Fastvold,91.0,2.0,321.0,,Christopher Abbott,The Sleepwalker,1.0,female nudity|male nudity|male rear nudity|nudity,English,Not Rated,1100000.0,2014.0,4.9,234,Drama
4431,Tony Richardson,121.0,62.0,883.0,,Albert Finney,Tom Jones,1.0,18th century|rags to riches|secret letter|squire|tutor,English,Unrated,1000000.0,1963.0,6.8,328,Adventure
4432,Levan Gabriadze,83.0,6.0,707.0,31537320.0,Shelley Hennig,Unfriended,0.0,blender|computer screen|secret|skype|webcam,English,R,1000000.0,2014.0,5.7,13000,Horror
4433,Martin Scorsese,110.0,17000.0,22000.0,,Robert De Niro,Taxi Driver,1.0,loner|neo noir|night shift|taxi driver|vigilante,English,R,1300000.0,1976.0,8.3,35000,Crime
4434,Joe Dante,91.0,287.0,1000.0,17986000.0,Patrick Macnee,The Howling,0.0,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,English,R,1000000.0,1981.0,6.6,0,Horror
4435,Terence Young,110.0,92.0,650.0,16067035.0,Ursula Andress,Dr. No,4.0,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,English,Approved,1100000.0,1962.0,7.3,5000,Action
4436,Bradley Parker,86.0,18.0,1000.0,18112929.0,Jesse McCartney,Chernobyl Diaries,0.0,abandoned building|chernobyl disaster|exploration|tour guide|van,English,R,1000000.0,2012.0,5.0,24000,Horror
4437,Clive Barker,86.0,385.0,266.0,14564027.0,Andrew Robinson,Hellraiser,0.0,blood|cenobites|creature|demon|male full frontal nudity,English,R,1000000.0,1987.0,7.0,0,Fantasy
4438,Harold Cronk,120.0,18.0,634.0,20773070.0,Benjamin A. Onyango,God's Not Dead 2,11.0,alternate universe|christian|christian film|christianity|manipulation,English,PG,5000000.0,2016.0,3.4,0,Drama
4439,Jeff Wadlow,90.0,65.0,1000.0,10042266.0,Julian Morris,Cry_Wolf,0.0,e mail|game|school|serial killer|student,English,PG-13,1000000.0,2005.0,5.9,816,Drama
4440,Takao Okawara,99.0,2.0,43.0,10037390.0,Hiroshi Abe,Godzilla 2000,0.0,godzilla|kaiju|monster|orga|ufo,Japanese,PG,1000000000.0,1999.0,6.0,339,Action
4441,Derek Cianfrance,112.0,310.0,33000.0,9701559.0,Ryan Gosling,Blue Valentine,0.0,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman,English,R,3500000.0,2010.0,7.4,25000,Drama
4442,Duncan Tucker,103.0,2.0,2000.0,9013113.0,Kevin Zegers,Transamerica,2.0,bail|male full frontal nudity|sex change|stepfather|transsexual,English,R,1000000.0,2005.0,7.4,0,Adventure
4443,William Brent Bell,83.0,19.0,403.0,53245055.0,Fernanda Andrade,The Devil Inside,0.0,critically bashed|demonic possession|exorcism|exorcist|found footage,English,R,1000000.0,2012.0,4.2,12000,Horror
4444,Russ Meyer,109.0,199.0,503.0,9000000.0,Charles Napier,Beyond the Valley of the Dolls,8.0,band|drugs|friendship|hollywood|satire,English,X,900000.0,1970.0,6.2,0,Comedy
4445,Robert D. Webb,89.0,0.0,356.0,,James Drury,Love Me Tender,1.0,army|civil war|robbery|soldier|train,English,,1000000.0,1956.0,6.2,365,Drama
4446,Davis Guggenheim,96.0,49.0,861.0,23808111.0,Billy West,An Inconvenient Truth,0.0,climate|earth|global warming|science|truth,English,PG,,2006.0,7.5,0,Documentary
4447,Allan Dwan,109.0,23.0,183.0,,James Brown,Sands of Iwo Jima,0.0,battle|combat|heroic military|sergeant|tarawa,English,Approved,1000000.0,1949.0,7.2,624,Action
4448,Martin Scorsese,122.0,17000.0,543.0,5355376.0,Mick Jagger,Shine a Light,0.0,band|concert footage|new york city|rolling stones|three word title,English,PG-13,,2008.0,7.2,0,Biography
4449,Eli Roth,100.0,0.0,640.0,7186670.0,Daryl Sabara,The Green Inferno,0.0,activist|amazon|color in title|rain|rain forest,English,R,6000000.0,2013.0,5.4,12000,Adventure
4450,Andrew Steggall,109.0,0.0,202.0,,Juliet Stevenson,Departure,0.0,france|gay|language|male masturbation|masturbation,English,,1100000.0,2015.0,7.0,75,Drama
4451,Ben Lewin,95.0,20.0,422.0,5997134.0,W. Earl Brown,The Sessions,3.0,falling in love|iron lung|priest|sex surrogate|therapist,English,R,1000000.0,2012.0,7.2,11000,Biography
4452,Robert Kenner,94.0,11.0,37.0,4417124.0,Michael Pollan,"Food, Inc.",0.0,farming|flesh eating|food|food industry|gluttony,English,PG,,2008.0,7.9,37000,Documentary
4453,Andrew Erwin,107.0,10.0,544.0,5355847.0,Rachel Hendrix,October Baby,1.0,abortion|anti choice|christian preach|malpractice|unprofessional conduct,English,PG-13,,2011.0,6.8,0,Drama
4454,Brad Anderson,104.0,122.0,22000.0,3386698.0,Philip Seymour Hoffman,Next Stop Wonderland,1.0,love|marine biologist|nurse|personal ad|plumber,English,R,1000000.0,1998.0,6.7,392,Comedy
4455,Craig Johnson,93.0,7.0,3000.0,5283379.0,Ty Burrell,The Skeleton Twins,2.0,adultery|brother sister relationship|estrangement|siblings|suicide attempt,English,R,,2014.0,6.8,0,Comedy
4456,Sean Durkin,102.0,46.0,321.0,2981638.0,Christopher Abbott,Martha Marcy May Marlene,0.0,connecticut|cult|memory|new york|telephone call,English,R,,2011.0,6.9,0,Drama
4457,Gillian Robespierre,84.0,9.0,612.0,3122616.0,Gaby Hoffmann,Obvious Child,1.0,abortion|divorced parents|one night stand|pregnancy|pregnant,English,R,,2014.0,6.8,0,Comedy
4458,Courtney Hunt,97.0,33.0,496.0,2508841.0,Charlie McDermott,Frozen River,1.0,border|mohawk|money|new york|river,English,R,1000000.0,2008.0,7.2,0,Crime
4459,Morgan Neville,91.0,9.0,130.0,4946250.0,Sheryl Crow,20 Feet from Stardom,0.0,backup singer|band|bechdel test passed|concert footage|singer,English,PG-13,1000000.0,2013.0,7.4,14000,Documentary
4460,James Toback,84.0,56.0,21000.0,1950218.0,Robert Downey Jr.,Two Girls and a Guy,3.0,actor|anilingus|double cross|funeral home|two timing,English,R,1000000.0,1997.0,5.6,387,Comedy
4461,Nicole Holofcener,86.0,132.0,778.0,1277257.0,Kevin Corrigan,Walking and Talking,2.0,briefs|cancer|cat|cult film|friend,English,R,1000000.0,1996.0,6.8,227,Comedy
4462,Chris Paine,92.0,2.0,783.0,1677838.0,Ed Begley Jr.,Who Killed the Electric Car?,0.0,california|car|reference to ralph nader|technology|u.s. president,English,PG,1000000.0,2006.0,7.7,0,Documentary
4463,Greg Berlanti,94.0,112.0,1000.0,1744858.0,Justin Theroux,The Broken Hearts Club: A Romantic Comedy,1.0,friend|gay|lesbian|photographer|restaurant,English,R,1000000.0,2000.0,7.0,671,Comedy
4464,Don Coscarelli,92.0,152.0,1000.0,,Daniel Roebuck,Bubba Ho-Tep,2.0,cult film|elvis|elvis presley|nursing home|texas,English,R,1000000.0,2002.0,7.2,0,Comedy
4465,Marc Levin,100.0,12.0,245.0,982214.0,Sonja Sohn,Slam,0.0,gang|independent film|prison|racial slur|urban setting,English,R,1000000.0,1998.0,7.2,603,Drama
4466,Richard Dutcher,119.0,13.0,957.0,798341.0,Wilford Brimley,Brigham City,0.0,fbi agent|mormon|prayer|sheriff|utah,English,PG-13,1000000.0,2001.0,7.2,100,Crime
4467,Khalid Mohamed,167.0,10.0,353.0,610991.0,Karisma Kapoor,Fiza,3.0,mumbai riots|politician|riot|suicide|tragic event,Hindi,,1000000.0,2000.0,6.2,92,Drama
4468,Trey Parker,92.0,406.0,406.0,582024.0,Trey Parker,Orgazmo,0.0,book of mormon|fight|mormon|ray gun|sidekick,English,NC-17,1000000.0,1997.0,6.2,0,Comedy
4469,David Gordon Green,108.0,234.0,11000.0,548712.0,Zooey Deschanel,All the Real Girls,0.0,best friend|lake|love|small town|womanizer,English,R,2500000.0,2003.0,6.9,571,Drama
4470,Finn Taylor,97.0,4.0,611.0,464655.0,David Arquette,Dream with the Fishes,0.0,dying|to do list|twenty something|underwear|voyeur,English,R,1000000.0,1997.0,7.0,166,Comedy
4471,Karen Moncrieff,88.0,22.0,638.0,464126.0,Frances Fisher,Blue Car,0.0,contest|poetry|refusing to eat|starving oneself|teenage girl,English,R,1000000.0,2002.0,6.7,115,Drama
4472,José Luis Valenzuela,100.0,0.0,844.0,428535.0,Cheech Marin,Luminarias,1.0,divorce|friend|jewish|lent|restaurant,English,R,1000000.0,2000.0,3.6,24,Comedy
4473,Gia Coppola,100.0,71.0,11000.0,750100.0,James Franco,Palo Alto,0.0,girls' soccer|high school|high school student|soccer coach|teenager,English,R,,2013.0,6.3,0,Drama
4474,Scandar Copti,124.0,13.0,20.0,621240.0,Shahir Kabaha,Ajami,6.0,arab|christian|israeli|palestinian|violence,Arabic,,,2009.0,7.4,0,Crime
4475,Goran Dukic,88.0,21.0,1000.0,104077.0,Leslie Bibb,Wristcutters: A Love Story,2.0,afterlife|camping|death|hitchhiker|suicide,English,R,1000000.0,2006.0,7.4,11000,Comedy
4476,Mike Cahill,106.0,135.0,7000.0,334658.0,Steven Yeun,I Origins,0.0,buddhism|evolution|eye|reincarnation|stuck in elevator,English,R,,2014.0,7.3,32000,Drama
4477,Efram Potelle,79.0,2.0,855.0,279282.0,Shiri Appleby,The Battle of Shaker Heights,2.0,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,English,PG-13,1000000.0,2003.0,6.1,150,Comedy
4478,Joshua Oppenheimer,96.0,50.0,3.0,484221.0,Anwar Congo,The Act of Killing,1.0,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,Indonesian,Not Rated,1000000.0,2012.0,8.2,20000,Biography
4479,Alex Gibney,53.0,141.0,141.0,274661.0,Alex Gibney,Taxi to the Dark Side,0.0,afghanistan|detainee|guantanamo bay|taxi|torture,English,R,1000000.0,2007.0,7.7,0,Crime
4480,Paul Crowder,97.0,10.0,102.0,144431.0,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0.0,new york|new york cosmos|professional sports|soccer|soccer team,English,PG-13,1000000.0,2006.0,7.3,587,Documentary
4481,Rohit Jagessar,120.0,0.0,12.0,227241.0,Kumar Gaurav,Guiana 1838,0.0,bare chested male|discipline|imperialism|whipping|white slavery,English,Unrated,,2004.0,7.4,32,Drama
4482,Griffin Dunne,90.0,165.0,978.0,112521.0,Mira Sorvino,Lisa Picard Is Famous,1.0,actress|fame|inside joke|new york|one man show,English,PG-13,,2000.0,5.7,25,Comedy
4483,Anthony Powell,91.0,9.0,53.0,287761.0,Josh Swanson,Antarctica: A Year on Ice,1.0,antarctica,English,PG,1000000.0,2013.0,7.6,0,Adventure
4484,Kief Davidson,93.0,0.0,20.0,100240.0,G.W. Krauss,A Lego Brickumentary,0.0,artist|denmark|lego|toy|toy company,English,G,1000000.0,2014.0,6.8,0,Documentary
4485,Johnny Remo,112.0,74.0,260000.0,96734.0,Matthew Ziff,Hardflip,3.0,family relationships|loss of mother|san diego california|single mother|suicide attempt,English,PG-13,1000000.0,2012.0,5.6,706,Action
4486,Vivek Agnihotri,160.0,5.0,724.0,49000.0,Emraan Hashmi,Chocolate: Deep Dark Secrets,5.0,chocolate|christmas|christmas eve|death|suspect,Hindi,,1500000.0,2005.0,4.8,31,Thriller
4487,Ti West,95.0,243.0,969.0,100659.0,Lena Dunham,The House of the Devil,0.0,cult film|eclipse|haunted house|lunar eclipse|secret,English,R,900000.0,2009.0,6.4,0,Horror
4488,Nick Tomnay,93.0,11.0,443.0,48430.0,David Hyde Pierce,The Perfect Host,1.0,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,English,R,500000.0,2010.0,6.8,0,Comedy
4489,John Hamburg,88.0,29.0,499.0,21210.0,Harvey Fierstein,Safe Men,0.0,gangster|organized crime|robbery|rosh hashanah|safecracking,English,R,1000000.0,1998.0,6.1,157,Comedy
4490,Nickolas Perry,105.0,5.0,590.0,,Patrick Renna,Speedway Junky,2.0,car racing|crush|hustler|scam|watching television,English,R,1000000.0,1999.0,5.2,27,Crime
4491,Dan Zukovic,98.0,8.0,96.0,22434.0,Yul Vazquez,The Last Big Thing,1.0,actor|magazine|model|rock band|suburb,English,R,,1996.0,6.9,43,Comedy
4492,Craig Mazin,82.0,82.0,2000.0,12996.0,Judy Greer,The Specials,0.0,action figure|press conference|superhero|superhero team|toy,English,R,1000000.0,2000.0,6.0,210,Action
4493,Becky Smith,89.0,32.0,386.0,,Will Rothhaar,16 to Life,1.0,birthday|digit in title|love|masturbation|teenager,English,,1000000.0,2009.0,6.3,143,Comedy
4494,Eric Nicholas,78.0,0.0,262.0,10018.0,Jordana Spiro,Alone with Her,0.0,female nudity|female pubic hair|masturbation|panties|pubic hair,English,Not Rated,1000000.0,2006.0,6.1,244,Crime
4495,Benjamin Dickinson,97.0,4.0,446.0,62480.0,Nora Zehetner,Creative Control,1.0,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,English,R,1000000.0,2015.0,5.5,793,Drama
4496,Hal Haberman,81.0,0.0,975.0,6387.0,Michael Rapaport,Special,0.0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,English,R,1000000.0,2006.0,6.9,0,Comedy
